predicted_label,komentar
kebijakan pemerintah,bukti perintah kuasa yg izin prusahaan dampak masyarakat klau sdah sperti yg hrus brtanggung
sosial kemanusiaan,kemarin musafir tinggal bunuh masjid rumah ibadah rumah allah swt sakral tegur biar
kebijakan pemerintah,salah jawa
kebijakan pemerintah,kasih musibah tetep aja nyalahin jawa goblogg
sosial kemanusiaan,alhmdulilah tmpatku amankrn duduk taat agama dusun masjid musholaorgnya rukun hormat
sosial kemanusiaan,bantu doa yaa
sosial kemanusiaan,allah turun musibah daerah orang nya iman knpa tiap wilayahdaerah kenpa bnyak bencana bilang bnyak ya orang maksiat banding orang ibadah diturunkanya tegur musibah nauzubillah smoga lalau istiqomah jalan allah aminn
sosial kemanusiaan,guys medan udh banjir
sosial kemanusiaan,tegur allah
sosial kemanusiaan,alhamdulillah jawa barat gubernur sseperti singa jaga alam upaya prepentif jalan alit sungai keruk alir tutup bangun bongkar alam jaga
pembalakan liar,banyak tambang situ
pembalakan liar,akibat salah pilih pimpin
sosial kemanusiaan,sakit lihat negara sendiri
sosial kemanusiaan,astagfirualla bukti nyata ulah manusia tanggung jawab
pembalakan liar,serius min kabupaten yaoh kabupaten d sumatra g smpe gt dah provinsi
sosial kemanusiaan,bobby
kebijakan pemerintah,andai anis presiden
sosial kemanusiaan,where
sosial kemanusiaan,klo alam sdh tindak harta
pembalakan liar,izin hutan tebang
sosial kemanusiaan,yaaa akbiat tebang pohon
alih fungsi hutan,aceh negara
sosial kemanusiaan,innalilahi wa innailaihi rojiun
sosial kemanusiaan,innalillahi wa innailaihi rojiun moga bencana
sosial kemanusiaan,berkat saudara saudara tuhan
sosial kemanusiaan,tunggu bencana percaya besar tuhan
pembalakan liar,doa untuk aceh
alih fungsi hutan,klo rumah masyarakat rusak gin negara tanggung ga ya
sosial kemanusiaan,sehat lancar
pembalakan liar,rayap besi panen mah
sosial kemanusiaan,inalillahi wa innailaihi rojiiun
sosial kemanusiaan,korban tinggal dunia dampak banjir bandang sumut aceh
sosial kemanusiaan,doa ace dn bantu mrk
sosial kemanusiaan,ya allah selamat sodara yg dampak banjir bencana alam d pulau sumatra ga tega banget liht kondisi
sosial kemanusiaan,mobil e gada harga e blassss
sosial kemanusiaan,ya tegur dr alloh gk yg salah alloh tau
sosial kemanusiaan,jawahama
alih fungsi hutan,pemerinta lihat aja pas suarain rakyat bilang cuaca ekstrem banjir kayu gelondong gara gara hutan tebang
sosial kemanusiaan,sedih anak pukulin mesjid bandung
alih fungsi hutan,hutan yg tahan tanah tampung air babat habis anggar bencana alam potong fasilitas negara rawan bencana alam oh negeri puncak komedi
sosial kemanusiaan,pulih indonesia ku
pembalakan liar,gk bayang situasi malam lampu matigk signaladuhhh mendoakansemoga saudara sumatra dlm lindung allah swt aamiin
kebijakan pemerintah,presiden mana
sosial kemanusiaan,tni au tni ad polisi tdk
sosial kemanusiaan,benarlebih paham cerita yg beginiblakan sesuai jadi
pembalakan liar,drpd sen kanan belok kiri
sosial kemanusiaan,reall kak
pembalakan liar,orang sumut pintar ngomong bnyak jd acara
sosial kemanusiaan,iya bener faham cerita dri crita putri padang
sosial kemanusiaan,bener banget kapenjelasan nya dengar dan jujur bicaranyapemerintahh jabat kah pikir semuadgn jadi sprti
pembalakan liar,orang tua hebat
sosial kemanusiaan,iyaah lagi
sosial kemanusiaan,kak username mu kak
pembalakan liar,tri kemaren cerita karang lempar batu sembunyi tangan
sosial kemanusiaan,logat batak si oppung kental ya kak
sosial kemanusiaan,iya ya
sosial kemanusiaan,berasaa cerita dgn tetangga
sosial kemanusiaan,iya ka
pembalakan liar,salfok nickname mu kak
sosial kemanusiaan,kn
pembalakan liar,krna hati
sosial kemanusiaan,nengrii
kebijakan pemerintah,mna malu lgi pmrintah pnting kantong
kebijakan pemerintah,malu perintah nama putri malu
sosial kemanusiaan,kk putra malu ih
sosial kemanusiaan,kak wkwkwkwk
sosial kemanusiaan,malu tebal muka
kebijakan pemerintah,duitkanmalu y udah gak
kebijakan pemerintah,orang ngk malu perintah
pembalakan liar,borourat malu sdh gk sxyg kerakusankeserakahansdh tdk takut tuhan
sosial kemanusiaan,malu merekayg aman investasi anak cucu
sosial kemanusiaan,urat malu udh putus ka
sosial kemanusiaan,g konoha
pembalakan liar,gak pakai baju shopee
kebijakan pemerintah,perintah malu rakyatnegara makmur pa
sosial kemanusiaan,partaigerindra kasih tau ya min biar negur bawah nya
sosial kemanusiaan,malu mn mungkin
sosial kemanusiaan,emang malu ya
sosial kemanusiaan,percaya omong opung pd perintah yg ngasih nyata
sosial kemanusiaan,doain bu suami sya nti bawa bantu dr perintah dumtruck aceh medan padang moga ditujuandoain ya temen moga kasih sehat dr lampung
sosial kemanusiaan,liter oh tuhan ngeri nai
sosial kemanusiaan,yg luhut jokowi sehat wal afiat inang
sosial kemanusiaan,ya ampun simpul perintah ngga ingat datang banjir bandang jam loh bmkg pny prediksi curah hujan dsb
perubahan iklim,bantu tempo investigasi usaha akibat banjir pt tpl tempo pihak usaha tpl tutup bobrok usaha tpl
alih fungsi hutan,lupa warga yg malem hutan tebang pohon hindar polisi hutan
sosial kemanusiaan,manusia tebang pohon ya banjir doa korban banjir masuk surga amin
sosial kemanusiaan,doa paman moga bantu saudara dengen selamatsudah tunggu kapal tanjung priok
sosial kemanusiaan,orang gak nyangka banjir kampung kali air meter kampung yg gak banjir kali pinggang heran lari
sosial kemanusiaan,komennya byk yg ngomong dluanin aceh sumbar aceh padang sibolga mayoritas mslim batak tpi mslm moga daerah tolong adil
pembalakan liar,menteri hehutanan raja juli nonton inilihat curah hati oppung akibat banjir tukka ulah orang orang kaya
sosial kemanusiaan,thailand banjir bu tanggulang bagus bu
alih fungsi hutan,klw banjir bandang hancur rumah fasilitas lainyatp banjir serta kayu glonggongan ulah jabat yg ngasih ijin babat hutan
sosial kemanusiaan,yg komen negatif stop jari utk donasi bantu kpd saudara korban banjir longsor sumatra aceh
sosial kemanusiaan,tuju yg mamak libat tebang kayu kaya raya hitung tahun beli mobil jt an renovasi total rumah healing kota biadapppppp
alih fungsi hutan,ajar sd bencana banjir akibat gundul hutan ehhhhh beneran hutan babat habis larang suruh sdm coba
alih fungsi hutan,ngilu bangat tu kayu banjir nusuk badan ya allah
kebijakan pemerintah,jurnalis tembus duluan bencana bantu perintah kalah cepat heran mobilmotorkapal helikopter nya negara mana
pembalakan liar,ajar zaman sd ajar tebang liar hutan akibat banjir bandang serakah tdak pikir akibat
sosial kemanusiaan,kasi bantu aceh padang bagus tp d sumut daerah yg kena banjir parah tlg d perhati d bantu sep yg d tapteng
sosial kemanusiaan,ketawa lucu dengar bou pake bahasa indonesia campur batak palagi partlarilah be sehat ya bou badai
sosial kemanusiaan,sehatsehat ya nek sana
pembalakan liar,asyik tebang lupa tanam pohon
sosial kemanusiaan,sakit hati bgt liat ya allah
sosial kemanusiaan,emang nyata bg mama kampung halaman kuu alir sungai pindah jalan raya
sosial kemanusiaan,moga duka cepat lalu
sosial kemanusiaan,kk moga keluarga lindung tuhan ya kak semangat ya kak maaf bantu doa
sosial kemanusiaan,aamiin aamiin aamiin
alih fungsi hutan,brrti dlu jln raya alir sungai nya alam ambil yg milik alam aja yg rakus smpai hutan gundul ga sisa
kebijakan pemerintah,rakus keparat perintah yg izin terima setor
sosial kemanusiaan,sungai jd darat isi tanah brondolan sungai jd pindah jalur jalan
sosial kemanusiaan,moga cepat pulih
sosial kemanusiaan,aminn
sosial kemanusiaan,moga keluarga kk lindung tuhan ya kkq
sosial kemanusiaan,amin
sosial kemanusiaan,amiiin
sosial kemanusiaan,bapak yg dulunya kali trs d jalan entak kali
sosial kemanusiaan,kak mmng sprti alam ambil kmbali yg mmng milik dr
sosial kemanusiaan,k bpkku kali dulunya yg nenek moyang ap mmng ad ad kli bkn buat manusiajdi ngeri mmbygkan ap yg akn trjdi
pembalakan liar,jabat yg suka maen teater
sosial kemanusiaan,bener kak
pembalakan liar,sampe lupa ibuknya
pembalakan liar,iya suka ama gk drama
sosial kemanusiaan,maluotak gda
komentar biasa,gk malu
komentar biasa,kena menteri yg imbuh pikir kerosakan laku tp rakyat yg kena hadap
kebijakan pemerintah,presiden food estatenanam sawit
sosial kemanusiaan,maaf cakap indonesia malaysia rana amanah jaga negara dusta rana kuasa n pangkat tambah kaya sdgkan kite rakyat susah
komentar biasa,food estate yg sawah yaa kmu biar beras aja import trus
sosial kemanusiaan,betapa jaga lestari alam
pembalakan liar,mah tau malu
alih fungsi hutan,pikir malu sih kak
pembalakan liar,zaman orba bala hutan usaha gacor liat kfc bapak sean galael kaya yusuf hamka kaya hasil babat hutan kalimantan zaman orba sempet ngilang trs mualaf perfect jd inspirasi salah trs pindah server
sosial kemanusiaan,tenang adil allah gak percya tpi warga miskin yakinnn balasn yg timpal
alih fungsi hutan,nandi akhirat makan kayu dur
pembalakan liar,pas jadi lempar batu sembunyi tangan
sosial kemanusiaan,rakus ratah hasil bumi semulajadi
sosial kemanusiaan,ngumpulin dunia buwat bekal neraka ka
sosial kemanusiaan,malu bang udah putus urat malu udah tebal muka uang
sosial kemanusiaan,jabat ga malu karna makan hasil uang haram jd alir darah nya jin iblis yg kuasa darah daging tubuh mrka
sosial kemanusiaan,malu bu
komentar biasa,mulia gerindra prabowo tvrinasional keluh rakyat
sosial kemanusiaan,lu coblos omon
sosial kemanusiaan,adil manusia aman tp tunggu adil akherat
sosial kemanusiaan,nunggu akherat
sosial kemanusiaan,opung yg kumis jabat dobel dobel ya
komentar biasa,ya skarang gimana ngadilinnya lu demo takut lu yg ilang dah susah bg
sosial kemanusiaan,aamiin
sosial kemanusiaan,opung lg tidur liat hp senyum liat derita rakyat sumatra
komentar biasa,gaji nya gk hbs mkn sm ank cucubeda sm sdr yg gk pya gajiknpa dy gk syukur
sosial kemanusiaan,amin
sosial kemanusiaan,aamiin
pembalakan liar,amiin
pembalakan liar,manusia yg serakah ya neekyg imbas rakyat
sosial kemanusiaan,org batak mmng jujur
pembalakan liar,gilir yg jujur klaim suku gilir yg jarah orang klaim oknum
sosial kemanusiaan,benar bawa suku lae nya orang orang tua desa itu jujur
sosial kemanusiaan,opung
sosial kemanusiaan,makas opung jelas yg jujur moga buat org yg opung maksud dengar hidup tenang sehat opung
sosial kemanusiaan,kasi
sosial kemanusiaan,lu coblos lagi
sosial kemanusiaan,capek negara konoha miris lihat buat manusia
sosial kemanusiaan,doggy bs jdi alarm kdg suara benci org tpi kuasa allah yg cipta manfaat
komentar biasa,bnpb aja gak nyangka parah bencana nya krna sepele alami yg alami yg nak bencana jdi nya bantu lambat dtg kadang miris klau negara org uda susah empati jabat yg nya merespon cepat nyata yg harap
sosial kemanusiaan,no drama inang jujur
sosial kemanusiaan,guna doggy ngasih sinyal klau yg
sosial kemanusiaan,ya allah bu moga lindung allah swt
sosial kemanusiaan,kali dengar enak dengar org tua berbicaraibu org yg tabah
alih fungsi hutan,kayu buat manusia
sosial kemanusiaan,sedih bgt dgr cerita opung
alih fungsi hutan,labih paham yg smpaikan beliau banding tri hutan
sosial kemanusiaan,ya ampun beras liter sanggup kasi org
sosial kemanusiaan,percaya kk orang kejar kaya harta duniawi mudah setan manusia lupa tuhan nya tanggung jawab akhirat dunia abadi abadi akhirat
sosial kemanusiaan,sedih banget dengernya
komentar biasa,sedih kk org yg gk dosa yg jd korban hilang herta yg gk sberapa hilang org yg syg sedangkn yg rusak enak rmhny bener gk adil bnget
sosial kemanusiaan,krena knapa adil akhirat
pembalakan liar,iya
sosial kemanusiaan,sampai detik nangisin bencana ini sedih bgt ya tuhan
sosial kemanusiaan,zaman nyata hati manusia mkn jaht td nonton gajah seret arus banjir sampe air mata alir trs antar doa tuhan y tuhan ampun r dosa kami
sosial kemanusiaan,terimakasih oghang melayu rakyat melayu indonesia sokong
sosial kemanusiaan,ape pasal gelak bg
sosial kemanusiaan,adil kaum kau nya org m
pembalakan liar,perbuattan manusia yg serakah masyarakat korban
pembalakan liar,amiin ya robbal alamiin
sosial kemanusiaan,amin ya allah ya tuhan moga allah rahmat sabar musibah
sosial kemanusiaan,aamiin
sosial kemanusiaan,terima kasih salam indonesia sehat utk rakyat malaysia
sosial kemanusiaan,aamiin allahumma aamiin terima kasih respect
sosial kemanusiaan,amiiinn
sosial kemanusiaan,amiiiin
sosial kemanusiaan,aamiin
sosial kemanusiaan,aamiin
sosial kemanusiaan,aamiin makasih kak
pembalakan liar,manusia serakah duniawi manusia akal akal makan kayu rakus rakus rakus duniawi pikir akibat
sosial kemanusiaan,aminn terimakasih
sosial kemanusiaan,tuju
pembalakan liar,pintarini orang tolol
sosial kemanusiaan,tp orang skrng klw bilangin gk yg percaya
pembalakan liar,iya orang skrang bilang bilang hoax
sosial kemanusiaan,percaya hewan over reacted ngasih sign lingkung gejolak alam cuaca yg mendekatsecara ilmiah bukti animal instinct tsb
alih fungsi hutan,alas udah aja percaya aja yg tinggal kota nasehat kampung utama pamali
sosial kemanusiaan,percaya
pembalakan liar,yg jelas ilmiah
sosial kemanusiaan,percaya dlu org tua cerita emng fakta
sosial kemanusiaan,ka
alih fungsi hutan,sore banjir minggu rumah masuk semut item serangga gede bangetbanyak bangetsemua rebut masuk rumah dr pintu kamar serentak manjat jendelajam malam banjir rumah
sosial kemanusiaan,mah percaya ka
sosial kemanusiaan,sm kk q jg msh percaya biar aja orang ngomong kolot lh apa
alih fungsi hutan,klw duluom yg nampak ular mata merah gitu lintas emak klw ular tampak mo banjir
sosial kemanusiaan,wlwpun dengar aneh ttp percaya
sosial kemanusiaan,ktanya udh g jamn malh jwb bgtu
sosial kemanusiaan,jaman orang lihat mata percaya klo jadi percaya
sosial kemanusiaan,bener mitos olok olok
sosial kemanusiaan,tp q msh percy
sosial kemanusiaan,olok
sosial kemanusiaan,izin ya kak ilmu sains gelombang dengar suara hewan manusia beda hewan milik kuantitas dengar tajam luas banding manusia bencana hewan sadar kaget keluar suara berisik nya cerita banding manusia sadar bencana
pembalakan liar,tempo zaman rezim suharto sampeee rezim prabowo ga setir tempo real lapang
sosial kemanusiaan,makasih info
kebijakan pemerintah,musuh perintah kirim buzer nyerang
pembalakan liar,bener keinget pas demo kemarin sampe yg kirim kepala babi
sosial kemanusiaan,betuldripda dengar klarifikasi perintah bagus real dengar klarifikasi masyarakat
sosial kemanusiaan,lihat timpang sosial lihat asprinya prabowo vlog pas bencana
sosial kemanusiaan,td dar a day in my live lawak
sosial kemanusiaan,trs fans fanatik tetep sembah
perubahan iklim,penyepong rezim yg ga prcaya tempo usaha jatuh
kebijakan pemerintah,tempo yg beking media internasional js gk berani perintah nyenggol media
pembalakan liar,tempo mah loss dol sesuai fakta
pembalakan liar,gapernah setir kak tempo sampe kasih kepala babi
komentar biasa,cocokla bilang tinggal masak aja kepala babi wkwkwkwk
kebijakan pemerintah,tempo mvsvhnya perintah dr asik tempo aja yg buka aib perintah
sosial kemanusiaan,iyah karna tempo waras
sosial kemanusiaan,tempo suharto koruptor indonesia ehhhh genz suharto pahlawan
sosial kemanusiaan,iya bg mamak ku nyata sawah mamak ku gagal panen atur nya minggu panen gagal
pembalakan liar,manusia serakah duniawi manusia akal akal makan kayu rakus rakus rakus duniawi pikir akibat
sosial kemanusiaan,sory kak pencet profil nya
sosial kemanusiaan,hewan sensitif ubah alam kkmereka tau bencana
sosial kemanusiaan,maling duh jasa anjing nyaman aman tidur
kebijakan pemerintah,kemarin gempa kucing tidur gak gerak mimpi dia
sosial kemanusiaan,ngimpi mukbang tanboy kun kak
sosial kemanusiaan,kucing gk pny akhlak emng
komentar biasa,melihara aja
sosial kemanusiaan,beda kucing beda reaksi bu
pembalakan liar,kucing pas gempa panik ga karuan jirr udah lari kiri kanan gitu aja smbil teriak
sosial kemanusiaan,pantes kucing g masuk syurga y kak
sosial kemanusiaan,tpi ko adayg najis
alih fungsi hutan,iyah klo kucing sensitif goiban gitu
sosial kemanusiaan,alarm nya klo ngerti bhsa kucing wkwk
sosial kemanusiaan,kucing q matikalo tetangga meninggalkucing peka yg goib
pembalakan liar,kyaknya klo lucing gk tp klo gerak sm suara cpt bnget
sosial kemanusiaan,kucing liar kak kucing pelihara ratarata insting nya udah tumpul deket rumah bakar nenek gapapa ga kena rumah lorong ku kucing liar alhamdulillah beneran ga kena sampe rumah
sosial kemanusiaan,muhammad sayang klo kucing bedah dgn anjing yg najis
sosial kemanusiaan,kasus gempa tsunami jepang korban koid kucing doggy lapor coba search yutub video kawan doggy fukushima yg lari gonggong masuk perkanpungan mukim duduk raung memberitahu tsunami
sosial kemanusiaan,syukur bgt doggy nya
sosial kemanusiaan,mknya opung bilang orang padhl yg opung maksud anjing nya gonggong
sosial kemanusiaan,kali negara kena bencana demo sampe negri yg
sosial kemanusiaan,aamiin yra
pembalakan liar,logat bahasa ibuk org sulawesi kn buk
