predicted_label,komentar
sosial kemanusiaan,moga bisik presiden orang hati nurani aamiin
sosial kemanusiaan,video bahas sebab curah hujan akibat fatal kemarin cari artikel ngebahas terimakasih ferry
sosial kemanusiaan,bayangin sedesperate influencer sampe ubah gaya bicara yg dulunya kritisi sampe rayu kaya skrg dengar politis
alih fungsi hutan,kesini bahaya statement kait tanam pohon sawit langsung pakat gundul hutan buka ladang pohon sawit lihat dampak nya prabowo orang rugi putus dungu ambil
kebijakan pemerintah,teruk bencana alam mati kerosakan bencana nasional gila otak capai had manusia jiwa belas kasihan
sosial kemanusiaan,indonesia duka
alih fungsi hutan,pilih tanggung pilihin akhirat kelak yg pilih presiden prabowo yg laku usak alam yg mangubah hutan sulap kebun kelapa sawit meakibatkan peristiwa yg rugi masyarakat renggut bnyk nyawa orang korban
kebijakan pemerintah,selagi jawa perintah indon beranta miskin kiamat
sosial kemanusiaan,susah
sosial kemanusiaan,liat komen tiktok aja orang nggak empati sumatera kayak kalo pen misah indo ya gausah bantu orang sumatera tingkah aja dibirain doa orangorang sumatera nyantui karna gaada bencana alam banding sumatera hidup mudah kali bilang gitu mikir bayangin aja orang susah mata aja laku kayak agus es teh sabar kalo jujur udah nggak heran kalo nemu begitu kotor banget akwkekwkwke
alih fungsi hutan,anak abah pilpres pilih anies musibah anies boro boro kesana ngasih bantu live toktok bikin provokasi aceh sumatera basis nya anies prabowo turun langsung kesana malu gak tuh
sosial kemanusiaan,ga orang yg inisiasi
sosial kemanusiaan,bang gus ulil
pembalakan liar,masyarakat daerah dateng kantor jabat daerah nya gk si daerah kucur dana dr pusat dana yg dr pusat jabat daerah nya putra daerah yg londo ireng daerah nya
sosial kemanusiaan,makax kalo pimpin yaa titel keluarga kaya karna ktika jabat orang kaya keruk sda milik rakyat umtuk kembali kaya nya juang tulus rakyat apalgi pilih pimpin yg bela oligarki habis sdh
alih fungsi hutan,sedih bngt
pembalakan liar,ayolahhh pk prabowo seleksi menteri bijak era mulyono pk prabowo sang jenderal tau seleksi kompeten bidang
sosial kemanusiaan,ken republick sumatra negara solo
sosial kemanusiaan,banjir bogor yg kambing hitamkam eiger disalahin alam gabisa prediksi wkwkwkwk lucunyaaa
komentar biasa,sumatra gak indonesia indonesia jawa jawa jawa
sosial kemanusiaan,bencana yg dunia acc tuju wali kutub gitu kabib percaya kibin
kebijakan pemerintah,kalo naik bencana nasional bantu negri orang orang negri tau bencana gegara ya
kebijakan pemerintah,firasat tidaka naik status bencana nasional dinaikkanhuft entahlahkita lihat
sosial kemanusiaan,tau bantu donasi
alih fungsi hutan,stop kembali sawit hutan
sosial kemanusiaan,takut bentrok ama mbg kali ya
sosial kemanusiaan,rakyat banjir bandang nya aja untung hasil hutan tambangya orang orang usaha kuasa
kebijakan pemerintah,perintah konoha santai duku ae tenggelam pulau nya gilir pas ngambil kaya alam sumatra aja garcep pas udah kaya gin tutup mata telinga goblok tau ga
kebijakan pemerintah,kaya sumber daya alam laut darat tani dll takut hilang investorhanya gara naik status bencana nasional presiden tolong sila adil sosial rakyat indonesia
pembalakan liar,yg gk kalah tegak hukum broo presiden jgn ngedableg
pembalakan liar,sumatera merdeka kah biar perhati
pembalakan liar,kali tuju ceramah abdul somad ulah salah jari jabat yg ijin nebabang pohon
sosial kemanusiaan,national geografictgeografi dunia
sosial kemanusiaan,provinsi jd bencana nasional
sosial kemanusiaan,tentu status bencana coba baca uu no tanggulang bencana pasal banjir bandang sumatera tetap bencana nasional evakuasi real sesuai kriteria bencana nasional ngga moga cerah
sosial kemanusiaan,tangkap zulhas
sosial kemanusiaan,ya allah muncul calon publik peduli rakyat
kebijakan pemerintah,presiden jawa bentuk sampe sekarng knpa jawa
alih fungsi hutan,rusa sudha akibat kerja yg tanggung alam
sosial kemanusiaan,kesana
sosial kemanusiaan,tinggal tempat yg dampak tapanuli sumut tinggal gelap listrik krisis air bersih krisis bbm gas harga bahan makan pokok jarah beberapa sinyal hanphone rasa alhamdulillah tempat parah kota sibolga alami banjir longsor kategori wajar tempat yg dampak perhati rasa listrik moga lekas baik karna psikis serang habis orang sensitif gampang emosi pray for aceh sumut sumbar
sosial kemanusiaan,sehat tahan hidup kakak
alih fungsi hutan,hutan hancur indonesia sumatera kalimantan pulau pisah negara kalimantan hancur main hutan tambang sawit loging rajalela njirr lihat google earth ngelus dada hutan nya sisa seuprit papua lihat lubang pt freeport
kebijakan pemerintah,presiden kecut
sosial kemanusiaan,klo pake peluru perang alam akan alami sarkas
pembalakan liar,ferryirwandi thank you bro lu udah gunain power galang donasi udah gak ngurusin si bagong hati udah gelap gas gerak nama masyarakat masyarakat salute n respect luffy
sosial kemanusiaan,abah yg orang
sosial kemanusiaan,bowo tukang omon omon ne hasil kerja orang mu yg hancur hutan kami
sosial kemanusiaan,sampe tgl desember statu bencana nasional ditetapkankorban jiwa org orang sumatera hutan dirusakhewan punahsawit mana
sosial kemanusiaan,nang bangayah sumutibu sumbarya allah ampun
sosial kemanusiaan,alku orang jawa rasa tidak adil bangun jalan yg baik kantor bongkar bangun ngenes sedih bayang daerah terpemcil pulau jawa jln nya rusak fasilitas sehat didik jelek
kebijakan pemerintah,pling utama alam salah knpa alam diganggukarna alam butuh teman
sosial kemanusiaan,ga niat udah h
pembalakan liar,pulau sumatera sumber daya alam limpah gk perhati lucu
sosial kemanusiaan,gila gw cinta banget indonesia minus banget perintah kocak
sosial kemanusiaan,pejabate njaluk diantemmi watu
sosial kemanusiaan,jagan harap sma pimpin omon omon
sosial kemanusiaan,ajaib kalo prabowo nonton
sosial kemanusiaan,moga cepat bubar rakyat lelah
kebijakan pemerintah,tutup sebab bencana kategori bencana nasional hati mana kuasa
sosial kemanusiaan,yg kelak tanggung jawsb fiakhirat akibat layang nya nyawa manusia pegang kuasa tdk bs ngeles bohong kafil akhirat tobat pimpin pejabatyg tdk bs makmur bumi
sosial kemanusiaan,duka cita
sosial kemanusiaan,nyawa manusia anggap berhargaoleh perintah parpol oligarki anggap kuasa bisnis alias cuan gilaaaa
sosial kemanusiaan,nilai nyata
alih fungsi hutan,presiden dukung alih fungsi hutan suruh bikin kebun sawit sebanyakbanyaknya hasil
kebijakan pemerintah,harap jerebu
sosial kemanusiaan,ya allaah balas adil seadiladilnya dunia usak alam pimpin mantan pimpin yg andil rusa alam kau biar hidup dg tenang nyaman dunia ambil yg milik yg dg mendzolimi orang aamiin yaa rabb
sosial kemanusiaan,adil jkw kroni stop kkn simple solusi
sosial kemanusiaan,alangkah bobrok negriku
sosial kemanusiaan,point yg
sosial kemanusiaan,indonesia jawa pulau sumber daya d
sosial kemanusiaan,baju kotor ejabat indonesia baju yg sih polutikusnya iblis ketua parpolnya anjing bangsat manusia kepala babi
sosial kemanusiaan,liat tayang negri baca komen kecewa bijak negeri cinta tetep aja adil hukum depan mata buat jujur kak ver dongkol banget hatibanyak orang pinter ilmu orang jujur sayang nya pikir yg pakai negri cinta inikalah serakah hidup abadi takut nya hukum akhirat
sosial kemanusiaan,tebang besar sma orde ribuat ton bawa kapal laut sebahagian laku sdh mati
sosial kemanusiaan,bencana nasional orang tim rescue dateng indonesia wartawan lembaga masyarakat
sosial kemanusiaan,do it mr president
sosial kemanusiaan,bacottt
sosial kemanusiaan,mcan ommpong tkut wi
kebijakan pemerintah,yg umat muslim bantu nya non muslim yg gerak cepat bantu musibah bencana
kebijakan pemerintah,bencana kemanusiaanbukan yakin agama
sosial kemanusiaan,donk org muslim yg bantu luas pantau ya biar tau
kebijakan pemerintah,bencana nasional gengsi donk prabowo
alih fungsi hutan,harap hancur usaha mengekploitasi sumber daya alam bencana realitas harap pribadi manusia bodoh milik cenderung rusak alam dukung hidup mohon maaf doa masyarakat dampak pray for andalas
kebijakan pemerintah,harus revolusi dgn kondisi perintah provinsi kena bencana perintah slow responshame on you
alih fungsi hutan,pecat menteri hutan menteri klhtidak
alih fungsi hutan,takut bahaya deforestation nama kelapa sawit ya pohon ya kelapa sawit pohon daun serap karbondioksida tuduh botenboten orangorang pidato presiden ri me selamat indonesia dude jabat indonesia korup ya tolol
pembalakan liar,si bangsat bangsat serakah seret kasih ampun
sosial kemanusiaan,bajing perintah indonesia beres urus tambah rusa hukum pandang bulu
pembalakan liar,bang mbok backgroundnya yg cerah jgn yg remang remang asa horor hehehe maaf maaf cm saran
kebijakan pemerintah,status bencana nasional wilayah indonesiaapakah sumatra anggap indonesia presiden indonesia omonomon doang
kebijakan pemerintah,oligarki rancang skenario tumbal anggota anggota dewan daerah ngapain
sosial kemanusiaan,wkwkw damn gw siklon cyclone
sosial kemanusiaan,non wahabi lingkung
alih fungsi hutan,lekas pulih sumatraku
perubahan iklim,tanya dunia konspirasi manusia bikin cuaca buat kah tuhan udah muak rusa alam tuhan kasih tempat tinggal wallahu alam tuhan allah swt tau cepat pulih sabar iklas jalan sabar
kebijakan pemerintah,alam tetap bancana nasional rawan korup
kebijakan pemerintah,sumatera sensara bang kena bencana butuh kendara cari makan sulit peran negara seram x negara ni bang
sosial kemanusiaan,moga negri benah
pembalakan liar,pantesan merdeka
kebijakan pemerintah,apresiasi percaya presiden
kebijakan pemerintah,hidup hobi ngusir ngusir orang ibadah rusak rusakin rumah ibadah orang gilir kena musibah gin nyalahin perintah kayak cuman lu lu doang yg tuhan kena tsunami nyalahin perintah kena banjir nyalahin perintah bencana zaman dinosaurus udah nggak nyalahin perintah emang murni tegur bos atas yg suka nyakiti hati umat tebang hutan baru kampung kota serta sekolah mall pabrik jalan licin bangun megah diri tdk suka tebang ya nggak tinggal daerah mukim tinggal aja goa hutan biar aman
sosial kemanusiaan,kalo ga cegah proyek geothermal gunung gede sukabumi bencana
pembalakan liar,meraasa miskin kasi tau cari uaang baru
alih fungsi hutan,dasar joko rayap hutan hutan indonesia kalimantan papua raja ampat garap
kebijakan pemerintah,prabowo langgar ham luhut khianat tanah zulkifli jahat nasional bahlil hitam
alih fungsi hutan,sawit karet ya bang
sosial kemanusiaan,info suplay senjata negeri langsung aja perang ngoceh ga didenger ga
kebijakan pemerintah,perintah gak bantu
sosial kemanusiaan,tikus indonesia
kebijakan pemerintah,indonesia negara kaya apbd aceh sumatra triliun nominal korupsi lihat negara beres bencana cepat
sosial kemanusiaan,tebang liar kabar rusak alam sebab banjir kasihan masyarakat kena dampak
pembalakan liar,tambah wawas dan salah sebab serang narasi negatif giring opini gencar sosmed kuatir rugi langkah baik negara raksasa ekonomi dunia versi world bank imf httpsyoutubetxqzeetpisisxylvtuqqumyk
kebijakan pemerintah,israel netanyahu piraun palestina negara jabat das yg maruk harta piraun rakyat
sosial kemanusiaan,info focus bantu gaza palestina dlu indonesia gak
sosial kemanusiaan,indonesia jawa presiden orang jawa sumber daya alam yg limpah bamyak jawa hasil alam pakai pulau jawa jd aneh gera yg wilayah meredeka indonesia
pembalakan liar,emang presiden rela amuk dukung nya gara proyek nya ganggu
kebijakan pemerintah,pecat tri hutan tri esdm karna lindung tambang luhut keluarga mulyono
kebijakan pemerintah,pantau laku status bencana nasional omonganlu sampah mata presiden
sosial kemanusiaan,nasib la konohajawa masalah
sosial kemanusiaan,podcast kaya kompor
kebijakan pemerintah,sumatra indonesia lahir papua jawa cari uang negri muak dgn perintah bangsa tetap banjir sumatra bencana nasional dampak nyata serakah kuasa usaha
kebijakan pemerintah,liat postingan internet kalo indonesia tetap status bencana nasional indonesia kena dampak khusus bidang pariwisata turis mikir kali pergi indonsia bencana titik pulau sumatra status bencana nasional perintah cairin dana klo guberburbupati tindak tau bencana status bencana nasional satu gak letak jawa
pembalakan liar,diri negara jawa sentris buku sejarah aja cerita sejarah raja jawa raja bikin buya hamka marah orang tumbuh batam ketemu rantau pulau sumatera bilang betapa susah nya cari kerja kampung rantau batam banding balik pulau jawa maju sektor fasilitas publik didik lapang kerja
kebijakan pemerintah,selidik sebab
sosial kemanusiaan,pulau jawa bencana daerah propinsi luluh lantak hasil bumi yg kirim pulau jawa
sosial kemanusiaan,sumpahin biang keladi disamber hiu
sosial kemanusiaan,dna parah badinan an sponsor donatur menang jabat bdat dampak perintah belenggu makan buah simalakama
kebijakan pemerintah,perintah jdi yg perintah desa rkayat negara
sosial kemanusiaan,savesumatra
sosial kemanusiaan,genosida basmi suku etnis sengaja rusak alam orang hilang nyawa gala nya
alih fungsi hutan,kebunsawit luastapi minyak terima ga kualitas nya minyak curah beli bangminya mahaltapi kerja sawit gajih kacau bang kerja sawit makan poko mahal dapat tani sejahtera
kebijakan pemerintah,bang tolong bilangin perintah wakil kalo sdm pimpin rendah karna otak jual kuasaantolong kalo ga sanggup turun rah ganti peduli omon omon kalo bersih mafia hasil
sosial kemanusiaan,banjir acehsumbarsumutgw bingung sumut kayu nya glondongan dlm banjiritu doank gwmalaysia jg banjirthailand jg banjirtp gak glondongan jg yg hanyut
sosial kemanusiaan,konyol anggar basarnas bmkg potong mbg
sosial kemanusiaan,apa perintah jabat bang ferry udah ngingetin a z detail ongas ya allah turun kuasa udah nang banget indonesia
sosial kemanusiaan,bang fer nyuruh mikir org yg kaga mikir
kebijakan pemerintah,bencana alam level nasional
sosial kemanusiaan,ya allah negara musnah manusiamanusia guna ya allah
kebijakan pemerintah,takut expose rusa alam lindung kelompok orang penting mengatasnamakan investasi rakyat yg tau investasi rugi korban jiwa
kebijakan pemerintah,video abang bencana nasional pikir gengsi ikutin saran orang
kebijakan pemerintah,timbang uu putus bencana nasional blm paham emg rugi sih tunda tetap status bencana nasional ya bang
sosial kemanusiaan,rakus jabat indonesia
kebijakan pemerintah,bencana lalai serakah perintah
alih fungsi hutan,prabowo bilang tanemin sawit pohon
sosial kemanusiaan,bang ferry tidak adil hasil benci yg
sosial kemanusiaan,haaahpaling kejadiaan lupa manusiamanusia kuasapunya uang hati nuranikembali ulah lawan hukum allah rusak bumikita menggambil ajar allah bencana alam turun luluh lantak hidup semuayaaaa allah maha perkasa ampun rakyat jelata buat dzalim diam biar oknum hati iblis rusak alammuberikan adzab timpal pedih merekaagar jalan engkau ridhoiaamin
sosial kemanusiaan,takut ya wo
kebijakan pemerintah,muak bgt gw ama otak penting doang
sosial kemanusiaan,smoga orang kaya lu bg moga lu edukasi kasih tahu orang yg faham kenyikapi bantu saudara
sosial kemanusiaan,ku bencana rumah gw sungai kampung ku aceh rendam banjir musim hujan banjir kali bayangin ya parah kampung ku korban yg lapar loh udah biasa edukasi alami banjir hikmah tau evakuasi paham alam curah hujan kondisi arus yg potensi banjir tau yg prioritas evakuasi logistik dll lantai rumah ku sengaja rangin perabot biar ga repot banjir ajar alam jago renang banjir ga hitung detik butuh tenggelam rumah yg tenggelam sederhana edukasi bencana daerah rawan bencana kepala desa aja gw yg ga edukasi butuh hijau bumi mustahil kalo nilai serakah manusia bantu perintah daerah butuh ga instan langsung antisipasi korban lapar edukasi aceh masjid mushala volume toa dahsyat sayang ga manfaat arah evakuasi salam korban banjir aceh rutin
